"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2017,"chippewa","WEST CENTRAL",NA,NA,NA,87,200.7,NA,49.8,29.2,13307,6431,1531,7433,2079,6887,54121,5556,NA,NA,NA,NA,NA,NA,NA,NA,108008640,800064,800064,800064,288356688,3312205.2,116901.36,1753520.4
2017,"douglas","WEST CENTRAL",3800,4000,NA,67,171.3,NA,40.2,NA,4863,3171,298,2583,516,3405,1089,5611,223200000,1454400,748800,820800,73872000,547200,547200,547200,109077840,807984,807984,807984,5802192,66646.8,2352.24,35283.6
2017,"grant","WEST CENTRAL",NA,1500,NA,81,190.2,NA,46.7,30.4,20892,10051,5555,7230,2443,5244,23320,1478,83700000,545400,280800,307800,NA,NA,NA,NA,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2017,"lac qui parle","WEST CENTRAL",5800,300,NA,82,189,NA,49.1,NA,9814,7779,2844,7309,2272,4810,148837,3072,16740000,109080,56160,61560,112752000,835200,835200,835200,59719680,442368,442368,442368,793003536,9108824.4,321487.92,4822318.8
2017,"otter tail","WEST CENTRAL",17900,14800,831000,56,178.2,NA,42.1,32,10733,5741,2190,3681,871,2817,11746,4257,825840000,5381280,2770560,3036960,347976000,2577600,2577600,2577600,82756080,613008,613008,613008,62582688,718855.2,25371.36,380570.4
2017,"pope","WEST CENTRAL",5700,3700,NA,65,186.5,NA,46.1,27.9,5872,5068,252,3016,2733,4137,104433,7683,206460000,1345320,692640,759240,110808000,820800,820800,820800,149357520,1106352,1106352,1106352,556419024,6391299.6,225575.28,3383629.2
2017,"stevens","WEST CENTRAL",2000,25000,NA,83,190.6,20.5,46.4,30.8,9697,4657,5486,4406,6037,5797,169272,14585,1.395e+09,9090000,4680000,5130000,38880000,288000,288000,288000,283532400,2100240,2100240,2100240,901881216,10359446.4,365627.52,5484412.8
2017,"swift","WEST CENTRAL",3000,10600,1400496,77,190.3,24.5,46.3,25.5,12503,9438,4627,5976,3246,5764,15538,4190,591480000,3854160,1984320,2175120,58320000,432000,432000,432000,81453600,603360,603360,603360,82786464,950925.6,33562.08,503431.2
2017,"traverse","WEST CENTRAL",NA,NA,NA,87,185.2,NA,46,NA,14078,4136,639,5104,137,5164,35141,3426,NA,NA,NA,NA,NA,NA,NA,NA,66601440,493344,493344,493344,187231248,2150629.2,75904.56,1138568.4
2017,"wilkin","WEST CENTRAL",1000,300,NA,84,182.3,NA,39.3,32.2,20546,5036,5463,3278,337,4046,48,238,16740000,109080,56160,61560,19440000,144000,144000,144000,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2017,"yellow medicine","WEST CENTRAL",3800,1500,NA,84,192,NA,52.7,26.9,17735,10853,3103,11997,4882,5824,164594,13517,83700000,545400,280800,307800,73872000,547200,547200,547200,262770480,1946448,1946448,1946448,876956832,10073152.8,355523.04,5332845.6
2018,"benton","CENTRAL",4000,10300,NA,57,183,NA,45.6,NA,2390,2212,269,406,859,3269,25398,3395,574740000,3745080,1928160,2113560,77760000,576000,576000,576000,65998800,488880,488880,488880,135320544,1554357.6,54859.68,822895.2
2018,"carver","CENTRAL",2100,7500,NA,78,178.7,NA,54.5,NA,4144,3165,6208,2162,807,8288,9908,4157,418500000,2727000,1404000,1539000,40824000,302400,302400,302400,80812080,598608,598608,598608,52789824,606369.6,21401.28,321019.2
2018,"kandiyohi","CENTRAL",3500,14200,NA,77,196.4,23,53.8,21.7,14317,6293,401,8124,3445,5878,85372,6374,792360000,5163120,2658240,2913840,68040000,504000,504000,504000,123910560,917856,917856,917856,454862016,5224766.4,184403.52,2766052.8
2018,"mcleod","CENTRAL",1800,7300,NA,83,183.2,NA,50.3,16.4,17171,8816,262,8251,2051,5375,6901,4814,407340000,2654280,1366560,1497960,34992000,259200,259200,259200,93584160,693216,693216,693216,36768528,422341.2,14906.16,223592.4
2018,"meeker","CENTRAL",2800,7900,NA,72,NA,NA,NA,19.5,11700,9704,1733,6733,3637,5310,5135,7743,440820000,2872440,1478880,1621080,54432000,403200,403200,403200,150523920,1114992,1114992,1114992,27359280,314262,11091.6,166374
2018,"morrison","CENTRAL",15300,27500,NA,49,179.7,NA,44.6,NA,11379,7562,119,1643,950,2989,59080,9407,1534500000,9999000,5148000,5643000,297432000,2203200,2203200,2203200,182872080,1354608,1354608,1354608,314778240,3615696,127612.8,1914192
2018,"renville","CENTRAL",1600,2800,NA,87,179.7,NA,54.3,17.5,20413,8566,788,11436,6367,6822,313786,15477,156240000,1018080,524160,574560,31104000,230400,230400,230400,300872880,2228688,2228688,2228688,1671851808,19203703.2,677777.76,10166666.4
2018,"sherburne","CENTRAL",800,700,NA,87,NA,19.5,NA,NA,8499,8022,319,2735,1137,4036,18030.2857142857,4173,39060000,254520,131040,143640,15552000,115200,115200,115200,81123120,600912,600912,600912,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2018,"sibley","CENTRAL",3600,7100,NA,22,178.2,NA,54.6,19.2,19561,10921,1782,8909,3712,6758,106688,12828,396180000,2581560,1329120,1456920,69984000,518400,518400,518400,249376320,1847232,1847232,1847232,568433664,6529305.6,230446.08,3456691.2
2018,"stearns","CENTRAL",11300,66000,NA,62,183.6,20.5,50.8,27.1,19418,13406,5263,3110,2008,4557,84707,37416,3682800000,23997600,12355200,13543200,219672000,1627200,1627200,1627200,727367040,5387904,5387904,5387904,451318896,5184068.4,182967.12,2744506.8
2018,"todd","CENTRAL",11200,14400,NA,54,148.1,NA,NA,NA,4148,3949,0,516,0,2020,10740,5236,803520000,5235840,2695680,2954880,217728000,1612800,1612800,1612800,101787840,753984,753984,753984,57222720,657288,23198.4,347976
2018,"wadena","CENTRAL",4200,2600,NA,38,162.1,16.5,NA,NA,5211,4446,0,1322,0,1982,181,186,145080000,945360,486720,533520,81648000,604800,604800,604800,3615840,26784,26784,26784,964368,11077.2,390.96,5864.4
2018,"aitkin","EAST CENTRAL",4200,100,NA,37,90.4,NA,28.6,NA,512,0,249,0,0,967,217,125,5580000,36360,18720,20520,81648000,604800,604800,604800,2430000,18000,18000,18000,1156176,13280.4,468.72,7030.8
2018,"anoka","EAST CENTRAL",NA,200,NA,32,144.7,NA,31.6,NA,5,1,0,1,0,7557,146,276,11160000,72720,37440,41040,NA,NA,NA,NA,5365440,39744,39744,39744,777888,8935.2,315.36,4730.4
2018,"carlton","EAST CENTRAL",5300,600,NA,40,148.6,NA,NA,NA,21,41,5,5,0,1337,491,187,33480000,218160,112320,123120,103032000,763200,763200,763200,3635280,26928,26928,26928,2616048,30049.2,1060.56,15908.4
2018,"chisago","EAST CENTRAL",2400,1700,NA,48,158.9,15,37.3,NA,5909,5876,7,1840,188,3040,1056,538,94860000,618120,318240,348840,46656000,345600,345600,345600,10458720,77472,77472,77472,5626368,64627.2,2280.96,34214.4
2018,"hennepin","EAST CENTRAL",800,1100,NA,47,188.1,NA,49.2,NA,125,12207,7531,4808,678,18882,55,310,61380000,399960,205920,225720,15552000,115200,115200,115200,6026400,44640,44640,44640,293040,3366,118.8,1782
2018,"isanti","EAST CENTRAL",NA,1500,NA,42,159.9,NA,36.7,NA,2291,2264,55,649,0,3551,20543,733,83700000,545400,280800,307800,NA,NA,NA,NA,14249520,105552,105552,105552,109453104,1257231.6,44372.88,665593.2
2018,"kanabec","EAST CENTRAL",5000,400,NA,58,NA,NA,38.3,NA,3939,3893,0,1576,0,1723,160,599,22320000,145440,74880,82080,97200000,720000,720000,720000,11644560,86256,86256,86256,852480,9792,345.6,5184
2018,"pine","EAST CENTRAL",7100,3700,NA,42,161.3,17,NA,NA,1085,1434,7,493,0,1559,265,1719,206460000,1345320,692640,759240,138024000,1022400,1022400,1022400,33417360,247536,247536,247536,1411920,16218,572.4,8586
2018,"washington","EAST CENTRAL",1900,900,NA,48,206.9,NA,49.4,NA,2376,2022,69,1365,524,14210,103,533,50220000,327240,168480,184680,36936000,273600,273600,273600,10361520,76752,76752,76752,548784,6303.6,222.48,3337.2
2018,"becker","NORTHWEST",6100,6200,NA,53,181.3,23,44.5,33.1,16441,5766,6539,235,0,3066,24991,1969,345960000,2254320,1160640,1272240,118584000,878400,878400,878400,38277360,283536,283536,283536,133152048,1529449.2,53980.56,809708.4
2018,"clay","NORTHWEST",4000,1000,NA,76,184.6,NA,45.6,28.9,61318,16480,17955,847,365,3686,22530,997,55800000,363600,187200,205200,77760000,576000,576000,576000,19381680,143568,143568,143568,120039840,1378836,48664.8,729972
2018,"clearwater","NORTHWEST",8900,300,NA,47,NA,NA,39.3,NA,500,984,661,0,0,1129,538,959.8,16740000,109080,56160,61560,173016000,1281600,1281600,1281600,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2018,"kittson","NORTHWEST",NA,NA,NA,60,121.6,16.5,31.5,21.8,24052,4160,3827,0,0,1995,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2018,"mahnomen","NORTHWEST",2200,400,NA,69,NA,20,NA,30.6,4176,1709,679,0,0,2398,16,279,22320000,145440,74880,82080,42768000,316800,316800,316800,5423760,40176,40176,40176,85248,979.2,34.56,518.4
2018,"marshall","NORTHWEST",5400,300,NA,70,NA,NA,34,26.3,39249,11264,16406,0,5091,2011,9,341,16740000,109080,56160,61560,104976000,777600,777600,777600,6629040,49104,49104,49104,47952,550.8,19.44,291.6
2018,"norman","NORTHWEST",1700,400,NA,79,NA,NA,NA,32.3,29841,8106,10121,0,276,3149,10106.25,147,22320000,145440,74880,82080,33048000,244800,244800,244800,2857680,21168,21168,21168,53846100,618502.5,21829.5,327442.5
2018,"pennington","NORTHWEST",4400,100,NA,72,NA,NA,NA,27.5,15683,10388,5514,0,2392,1972,654.5,204,5580000,36360,18720,20520,85536000,633600,633600,633600,3965760,29376,29376,29376,3487176,40055.4,1413.72,21205.8
2018,"polk","NORTHWEST",5800,1500,NA,77,NA,NA,42.7,30.2,37168,13368,16301,54,7442,3286,18081,892,83700000,545400,280800,307800,112752000,835200,835200,835200,17340480,128448,128448,128448,96335568,1106557.2,39054.96,585824.4
2018,"red lake","NORTHWEST",NA,700,NA,73,NA,23.5,38,29.3,10232,6035,3143,0,1270,1733,1862,1513,39060000,254520,131040,143640,NA,NA,NA,NA,29412720,217872,217872,217872,9920736,113954.4,4021.92,60328.8
2018,"roseau","NORTHWEST",7600,800,NA,52,131.2,NA,33.9,NA,15772,11645,8093,184,1295,967,33,509,44640000,290880,149760,164160,147744000,1094400,1094400,1094400,9894960,73296,73296,73296,175824,2019.6,71.28,1069.2
2018,"blue earth","SOUTH CENTRAL",1300,400,NA,80,173.1,NA,52.9,NA,11851,6562,4376,309,7078,7242,599573,5959,22320000,145440,74880,82080,25272000,187200,187200,187200,115842960,858096,858096,858096,3194524944,36693867.6,1295077.68,19426165.2
2018,"brown","SOUTH CENTRAL",2600,5700,NA,82,159.4,NA,51.9,NA,19024,15874,2031,16747,7016,6950,282668,22794,318060000,2072520,1067040,1169640,50544000,374400,374400,374400,443115360,3282336,3282336,3282336,1506055104,17299281.6,610562.88,9158443.2
2018,"faribault","SOUTH CENTRAL",1100,2100,NA,87,161.7,19.5,51.9,NA,4673,17135,11353,694,7004,6966,211593,7530,117180000,763560,393120,430920,21384000,158400,158400,158400,146383200,1084320,1084320,1084320,1127367504,12949491.6,457040.88,6855613.2
2018,"freeborn","SOUTH CENTRAL",3200,700,NA,84,174.6,NA,51.8,NA,7657,16446,5723,4173,8254,6206,291430,6875,39060000,254520,131040,143640,62208000,460800,460800,460800,133650000,990000,990000,990000,1552739040,17835516,629488.8,9442332
2018,"le sueur","SOUTH CENTRAL",1100,3000,NA,78,184.1,NA,50.4,NA,3746,18218,2560,1203,7271,6940,98131,6006,167400000,1090800,561600,615600,21384000,158400,158400,158400,116756640,864864,864864,864864,522841968,6005617.2,211962.96,3179444.4
2018,"martin","SOUTH CENTRAL",1700,500,NA,87,160.7,NA,49.8,NA,4898,17611,15691,294,9159,7466,827589,11072,27900000,181800,93600,102600,33048000,244800,244800,244800,215239680,1594368,1594368,1594368,4409394192,50648446.8,1787592.24,26813883.6
2018,"nicollet","SOUTH CENTRAL",1100,11500,NA,81,186,NA,53.4,NA,4676,3590,5516,1960,4036,7924,267990,4316,641700000,4181400,2152800,2359800,21384000,158400,158400,158400,83903040,621504,621504,621504,1427850720,16400988,578858.4,8682876
2018,"rice","SOUTH CENTRAL",2800,6000,NA,73,180.1,22,55.8,NA,3999,7888,1442,607,2674,6379,167191,2242,334800000,2181600,1123200,1231200,54432000,403200,403200,403200,43584480,322848,322848,322848,890793648,10232089.2,361132.56,5416988.4
2018,"steele","SOUTH CENTRAL",2100,3500,NA,84,192.2,24,53.7,NA,5343,7675,4285,1127,2666,6157,141317,1306,195300000,1272600,655200,718200,40824000,302400,302400,302400,25388640,188064,188064,188064,752936976,8648600.4,305244.72,4578670.8
2018,"waseca","SOUTH CENTRAL",1300,1400,NA,83,197.3,20.5,58.9,NA,4462,8892,3686,729,4807,7130,271933,6511,78120000,509040,262080,287280,25272000,187200,187200,187200,126573840,937584,937584,937584,1448859024,16642299.6,587375.28,8810629.2
2018,"watonwan","SOUTH CENTRAL",NA,300,NA,83,150.2,NA,52.5,NA,5844,7589,4753,112,2946,6478,381830,3779,16740000,109080,56160,61560,NA,NA,NA,NA,73463760,544176,544176,544176,2034390240,23367996,824752.8,12371292
2018,"dakota","SOUTHEAST",1900,3600,NA,57,195.2,NA,51.8,NA,5767,4615,547,3068,2632,7808,14493,10968,200880000,1308960,673920,738720,36936000,273600,273600,273600,213217920,1579392,1579392,1579392,77218704,886971.6,31304.88,469573.2
2018,"dodge","SOUTHEAST",2100,4300,NA,88,200.2,NA,57.4,NA,3226,5402,1287,48,1363,6807,169168,5551,239940000,1563480,804960,882360,40824000,302400,302400,302400,107911440,799344,799344,799344,901327104,10353081.6,365402.88,5481043.2
2018,"fillmore","SOUTHEAST",16100,10900,NA,68,192.4,NA,53.4,NA,12955,18154,2765,6591,3165,6269,143545,8237,608220000,3963240,2040480,2236680,312984000,2318400,2318400,2318400,160127280,1186128,1186128,1186128,764807760,8784954,310057.2,4650858
2018,"goodhue","SOUTHEAST",8100,18300,NA,70,192.5,NA,56.2,NA,29409,35133,4615,12829,9702,6835,103073,17293,1021140000,6653880,3425760,3755160,157464000,1166400,1166400,1166400,336175920,2490192,2490192,2490192,549172944,6308067.6,222637.68,3339565.2
2018,"houston","SOUTHEAST",7800,9100,NA,45,187.7,NA,NA,NA,4280,4338,650,1407,690,5028,12703,4539,507780000,3308760,1703520,1867320,151632000,1123200,1123200,1123200,88238160,653616,653616,653616,67681584,777423.6,27438.48,411577.2
2018,"mower","SOUTHEAST",2900,3500,NA,84,194.3,NA,56.5,NA,3883,11669,4419,715,9246,6531,307898,12776,195300000,1272600,655200,718200,56376000,417600,417600,417600,248365440,1839744,1839744,1839744,1640480544,18843357.6,665059.68,9975895.2
2018,"olmsted","SOUTHEAST",8000,10600,NA,71,201.4,NA,54.9,NA,5953,7250,2113,1498,705,6503,23691,7929,591480000,3854160,1984320,2175120,155520000,1152000,1152000,1152000,154139760,1141776,1141776,1141776,126225648,1449889.2,51172.56,767588.4
2018,"wabasha","SOUTHEAST",5400,20000,NA,60,198,NA,57.3,NA,3970,4470,344,2170,1550,5766,11603,5950,1.116e+09,7272000,3744000,4104000,104976000,777600,777600,777600,115668000,856800,856800,856800,61820784,710103.6,25062.48,375937.2
2018,"winona","SOUTHEAST",8500,24000,NA,49,200.9,NA,NA,NA,10153,9914,915,4043,1014,6241,112381,8848,1339200000,8726400,4492800,4924800,165240000,1224000,1224000,1224000,172005120,1274112,1274112,1274112,598765968,6877717.2,242742.96,3641144.4
2018,"cottonwood","SOUTHWEST",2500,600,NA,87,173.7,14.5,51.8,NA,10808,11220,1797,12518,4530,7107,356536,22367,33480000,218160,112320,123120,48600000,360000,360000,360000,434814480,3220848,3220848,3220848,1899623808,21820003.2,770117.76,11551766.4
2018,"jackson","SOUTHWEST",NA,500,NA,87,167,18,49.3,NA,4785,8424,6005,753,3166,6955,278724,6540,27900000,181800,93600,102600,NA,NA,NA,NA,127137600,941760,941760,941760,1485041472,17057908.8,602043.84,9030657.6
2018,"lyon","SOUTHWEST",5900,1800,NA,84,179.9,NA,53.8,NA,15612,9558,111,10578,3936,6369,251248,33003,100440000,654480,336960,369360,114696000,849600,849600,849600,641578320,4752432,4752432,4752432,1338649344,15376377.6,542695.68,8140435.2
2018,"murray","SOUTHWEST",5000,3700,NA,86,169.3,NA,49.9,NA,15533,10025,137,11097,1932,6594,205046,22026,206460000,1345320,692640,759240,97200000,720000,720000,720000,428185440,3171744,3171744,3171744,1092485088,12548815.2,442899.36,6643490.4
2018,"nobles","SOUTHWEST",5000,6500,NA,90,168.7,22,49.4,NA,7478,6605,5981,239,69,7564,393029,44897,362700000,2363400,1216800,1333800,97200000,720000,720000,720000,872797680,6465168,6465168,6465168,2094058512,24053374.8,848942.64,12734139.6
2018,"redwood","SOUTHWEST",4200,1700,NA,85,166.7,NA,50.3,15.1,11527,10300,34,14451,7794,6735,197170,27009,94860000,618120,318240,348840,81648000,604800,604800,604800,525054960,3889296,3889296,3889296,1050521760,12066804,425887.2,6388308
2018,"rock","SOUTHWEST",5500,3900,NA,85,181.4,NA,55.6,NA,10361,6515,2347,4783,851,9086,299729,49782,217620000,1418040,730080,800280,106920000,792000,792000,792000,967762080,7168608,7168608,7168608,1596956112,18343414.8,647414.64,9711219.6
2018,"big stone","WEST CENTRAL",2500,400,NA,78,198.3,NA,51.5,NA,10814,3586,1124,1697,0,4552,47084,1065,22320000,145440,74880,82080,48600000,360000,360000,360000,20703600,153360,153360,153360,250863552,2881540.8,101701.44,1525521.6
2018,"chippewa","WEST CENTRAL",NA,NA,NA,87,184.3,NA,52.6,17.5,12218,5376,1901,7756,3957,6791,54121,5556,NA,NA,NA,NA,NA,NA,NA,NA,108008640,800064,800064,800064,288356688,3312205.2,116901.36,1753520.4
2018,"grant","WEST CENTRAL",NA,1500,NA,81,NA,NA,NA,26.9,22178,10027,6507,6501,1775,5241,23320,1478,83700000,545400,280800,307800,NA,NA,NA,NA,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2018,"lac qui parle","WEST CENTRAL",5500,600,NA,82,198.1,NA,55.8,NA,13359,9132,3793,7706,2790,5139,148837,3072,33480000,218160,112320,123120,106920000,792000,792000,792000,59719680,442368,442368,442368,793003536,9108824.4,321487.92,4822318.8
2018,"otter tail","WEST CENTRAL",17900,14300,NA,56,190,NA,44.3,27.1,11708,6817,2196,3340,27,2812,11746,4257,797940000,5199480,2676960,2934360,347976000,2577600,2577600,2577600,82756080,613008,613008,613008,62582688,718855.2,25371.36,380570.4
2018,"pope","WEST CENTRAL",6100,3400,NA,65,196.7,23.5,50.8,29,3277,2687,613,2707,1388,3930,104433,7683,189720000,1236240,636480,697680,118584000,878400,878400,878400,149357520,1106352,1106352,1106352,556419024,6391299.6,225575.28,3383629.2
2018,"stevens","WEST CENTRAL",NA,25000,NA,83,200.7,25,51.2,26.6,12996,5192,5035,5569,3578,5727,169272,14585,1.395e+09,9090000,4680000,5130000,NA,NA,NA,NA,283532400,2100240,2100240,2100240,901881216,10359446.4,365627.52,5484412.8
2018,"swift","WEST CENTRAL",3000,12400,NA,77,201.6,26,53.8,23.9,15017,9581,7253,5598,4468,5764,15538,4190,691920000,4508640,2321280,2544480,58320000,432000,432000,432000,81453600,603360,603360,603360,82786464,950925.6,33562.08,503431.2
2018,"traverse","WEST CENTRAL",NA,NA,NA,87,197.4,NA,51.9,25.1,14487,4120,5105,3834,41,5164,35141,3426,NA,NA,NA,NA,NA,NA,NA,NA,66601440,493344,493344,493344,187231248,2150629.2,75904.56,1138568.4
2018,"wilkin","WEST CENTRAL",NA,300,NA,84,NA,25,46,27,21114,4709,6582,2109,740,4045,48,238,16740000,109080,56160,61560,NA,NA,NA,NA,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2018,"yellow medicine","WEST CENTRAL",3500,1400,NA,84,187.5,NA,53,16.1,16163,11382,3066,12749,5622,5721,164594,13517,78120000,509040,262080,287280,68040000,504000,504000,504000,262770480,1946448,1946448,1946448,876956832,10073152.8,355523.04,5332845.6
2019,"benton","CENTRAL",4000,10200,NA,57,154.6,NA,NA,NA,2545,3518,1,317,1048,3290,25398,3395,569160000,3708720,1909440,2093040,77760000,576000,576000,576000,65998800,488880,488880,488880,135320544,1554357.6,54859.68,822895.2
2019,"carver","CENTRAL",2100,7400,NA,78,179,NA,51.7,NA,3592,2566,5718,1293,517,8239,9908,4157,412920000,2690640,1385280,1518480,40824000,302400,302400,302400,80812080,598608,598608,598608,52789824,606369.6,21401.28,321019.2
2019,"mcleod","CENTRAL",1900,7200,NA,83,188.6,NA,47.8,NA,13817,9139,3873,5371,2592,5770,6901,4814,401760000,2617920,1347840,1477440,36936000,273600,273600,273600,93584160,693216,693216,693216,36768528,422341.2,14906.16,223592.4
2019,"meeker","CENTRAL",2800,7800,NA,72,165.5,NA,NA,NA,11833,7999,264,5535,3041,5114,5135,7743,435240000,2836080,1460160,1600560,54432000,403200,403200,403200,150523920,1114992,1114992,1114992,27359280,314262,11091.6,166374
2019,"morrison","CENTRAL",15500,27500,NA,49,141.3,NA,40.5,NA,9043,9414,163,1318,1188,2979,59080,9407,1534500000,9999000,5148000,5643000,301320000,2232000,2232000,2232000,182872080,1354608,1354608,1354608,314778240,3615696,127612.8,1914192
2019,"renville","CENTRAL",1600,2800,NA,87,189.2,NA,49.5,NA,23324,9004,809,12138,4156,6823,313786,15477,156240000,1018080,524160,574560,31104000,230400,230400,230400,300872880,2228688,2228688,2228688,1671851808,19203703.2,677777.76,10166666.4
2019,"sherburne","CENTRAL",800,700,NA,87,176,NA,NA,NA,4404,5908,127,1020,2771,4035,18030.2857142857,4173,39060000,254520,131040,143640,15552000,115200,115200,115200,81123120,600912,600912,600912,96065362.2857143,1103453.48571429,38945.4171428571,584181.257142857
2019,"sibley","CENTRAL",3600,7100,NA,22,188.3,NA,49.8,NA,13988,8295,6378,2674,3069,7113,106688,12828,396180000,2581560,1329120,1456920,69984000,518400,518400,518400,249376320,1847232,1847232,1847232,568433664,6529305.6,230446.08,3456691.2
